Equipment,Timestamp,Temperature,Vibration,Usage_Hours,Lubrication_Status,Motor_Current,Pressure,Humidity,Conveyor_Speed,Maintenance_Required
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,509,Low,16.4,80,62,1.99,Yes
CNC Machine,2020-04-03 06:01:09,72.6,0.34,736,Empty,7.2,100,30,,Yes
Robot,2022-07-04 01:26:47,48.2,0.27,883,Good,10.1,88,59,,Yes
Stamping Machine,2022-07-12 22:45:22,39.1,0.05,861,Good,20.0,80,36,,Yes
Stamping Machine,2020-10-18 06:17:22,29.7,0.05,509,Low,5.3,80,69,,No
CNC Machine,2022-11-14 13:53:27,51.0,0.31,1475,Empty,20.0,88,44,,Yes
Stamping Machine,2020-06-13 11:12:12,73.2,0.27,509,Good,12.1,83,64,,Yes
Robot,2023-09-16 23:58:34,70.4,0.5,509,Good,20.0,86,34,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.08,739,Good,8.7,84,30,,Yes
Stamping Machine,2021-10-04 01:17:46,79.7,0.5,1165,Low,20.0,82,70,,Yes
CNC Machine,2023-01-21 15:34:41,43.7,0.1,509,Good,5.3,100,65,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,1993,Low,6.6,100,59,,Yes
CNC Machine,2023-09-22 03:26:36,79.7,0.5,946,Low,9.6,92,70,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.08,509,Empty,13.3,96,35,,Yes
Conveyor Belt,2023-03-08 15:55:14,70.3,0.48,524,Good,8.6,100,30,1.06,Yes
Stamping Machine,2021-05-06 05:33:14,20.2,0.5,509,Empty,5.3,100,53,,Yes
Conveyor Belt,2020-11-06 00:46:27,20.2,0.15,751,Empty,17.6,88,30,,Yes
Conveyor Belt,2023-04-29 13:50:53,32.2,0.35,509,Good,12.2,89,42,1.9,No
Robot,2022-09-03 23:14:49,30.3,0.28,708,Empty,17.7,100,34,,No
Conveyor Belt,2020-06-13 11:12:12,34.1,0.27,509,Low,7.1,80,62,2.41,Yes
Conveyor Belt,2022-09-29 17:02:08,32.6,0.09,509,Good,20.0,87,30,,Yes
Conveyor Belt,2022-04-21 13:10:24,31.4,0.44,509,Low,20.0,85,37,,Yes
Stamping Machine,2020-11-13 22:12:35,66.8,0.5,1472,Good,5.3,87,70,,No
Conveyor Belt,2022-04-21 13:10:24,75.5,0.5,509,Good,20.0,100,37,,No
Stamping Machine,2020-10-18 06:17:22,48.6,0.5,1714,Low,5.3,80,68,,Yes
CNC Machine,2022-01-08 16:52:54,44.8,0.05,1058,Good,19.1,89,30,,No
Stamping Machine,2022-12-10 00:37:13,20.2,0.11,509,Good,20.0,80,30,,Yes
Stamping Machine,2020-03-14 05:08:45,20.2,0.05,748,Empty,20.0,82,70,,Yes
Conveyor Belt,2021-07-16 21:20:37,69.4,0.31,1506,Low,19.4,92,62,,Yes
CNC Machine,2023-07-24 16:21:48,32.2,0.44,1251,Good,20.0,100,30,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.5,1993,Empty,10.8,100,62,1.06,Yes
Conveyor Belt,2020-07-05 07:56:20,20.2,0.1,1089,Empty,5.3,100,49,1.06,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.31,509,Low,18.2,80,67,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.05,509,Empty,5.3,84,70,1.88,No
Stamping Machine,2022-12-24 04:03:28,79.7,0.5,509,Good,5.3,93,70,,Yes
Stamping Machine,2022-07-04 01:26:47,20.2,0.42,1700,Low,6.7,100,30,,Yes
Robot,2023-09-15 23:39:07,43.4,0.25,981,Low,19.5,80,34,,Yes
Conveyor Belt,2021-02-26 19:35:04,55.3,0.21,642,Good,18.8,100,30,,No
Stamping Machine,2021-05-06 05:33:14,42.8,0.5,509,Good,15.7,84,57,,Yes
CNC Machine,2022-09-03 23:14:49,34.2,0.07,523,Empty,5.3,100,34,,Yes
Conveyor Belt,2021-10-14 00:34:41,41.3,0.5,509,Low,12.8,100,38,2.1,Yes
Stamping Machine,2023-09-16 23:58:34,30.4,0.44,1561,Low,20.0,87,30,,No
Stamping Machine,2020-07-05 07:56:20,75.0,0.11,509,Low,17.9,80,40,1.06,No
Stamping Machine,2022-04-21 13:10:24,20.2,0.44,509,Empty,5.3,80,30,,Yes
Robot,2022-09-03 23:14:49,20.2,0.25,1188,Good,20.0,100,35,,No
Stamping Machine,2022-12-24 04:03:28,75.5,0.13,734,Good,7.8,80,70,,No
Stamping Machine,2022-02-04 09:20:03,76.0,0.35,509,Good,20.0,80,37,,Yes
Stamping Machine,2022-07-04 01:26:47,79.7,0.1,605,Low,18.8,81,30,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.13,1266,Empty,7.2,93,42,1.89,Yes
Conveyor Belt,2022-09-03 23:14:49,37.8,0.49,1451,Low,5.3,86,37,,Yes
Stamping Machine,2023-09-15 23:39:07,29.4,0.5,1319,Low,8.3,100,45,,Yes
Conveyor Belt,2022-09-03 23:14:49,55.4,0.11,804,Good,20.0,97,37,,Yes
Stamping Machine,2020-08-10 03:31:41,20.2,0.45,509,Good,5.3,100,70,1.06,No
Conveyor Belt,2022-04-21 13:10:24,75.9,0.5,875,Low,20.0,99,56,1.14,No
Conveyor Belt,2023-09-15 23:39:07,74.9,0.5,1993,Low,20.0,80,70,,Yes
Robot,2022-09-03 23:14:49,20.2,0.37,981,Good,19.3,80,70,,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.5,509,Good,20.0,80,52,1.86,Yes
Stamping Machine,2022-09-03 23:14:49,48.3,0.05,559,Low,16.9,88,48,1.98,No
Conveyor Belt,2022-09-03 23:14:49,42.5,0.27,1391,Empty,14.9,100,37,,Yes
Stamping Machine,2023-07-29 03:01:37,20.2,0.05,1559,Low,19.8,85,62,1.87,No
CNC Machine,2023-09-16 23:58:34,79.7,0.05,1164,Low,14.0,85,31,,No
CNC Machine,2021-05-06 05:33:14,79.7,0.5,509,Good,5.3,83,47,,Yes
Stamping Machine,2022-09-03 23:14:49,42.6,0.05,509,Empty,7.5,85,35,,Yes
Robot,2023-07-02 01:54:59,26.2,0.17,775,Low,16.9,83,30,1.87,No
Stamping Machine,2023-09-15 23:39:07,42.5,0.5,1993,Empty,20.0,80,70,,Yes
Conveyor Belt,2020-10-18 06:17:22,51.8,0.21,509,Low,19.1,82,70,1.86,No
CNC Machine,2022-09-29 17:02:08,52.9,0.21,509,Low,5.3,80,70,1.86,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.05,509,Empty,9.8,98,30,,Yes
Conveyor Belt,2023-09-16 23:58:34,20.2,0.5,1993,Low,16.0,97,62,,Yes
CNC Machine,2020-06-13 11:12:12,79.3,0.35,868,Good,14.6,80,30,,No
CNC Machine,2023-09-15 23:39:07,31.5,0.28,828,Low,18.6,90,45,,No
CNC Machine,2020-10-18 06:17:22,22.8,0.44,765,Good,20.0,100,34,1.86,No
Robot,2020-11-06 00:46:27,20.2,0.23,955,Good,7.9,93,30,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.32,926,Low,7.1,100,61,,Yes
Stamping Machine,2023-09-16 23:58:34,67.8,0.25,823,Good,12.2,80,70,,No
Stamping Machine,2022-09-03 23:14:49,48.8,0.07,509,Low,20.0,89,38,,Yes
CNC Machine,2020-10-18 06:17:22,79.7,0.48,509,Empty,8.2,100,35,,Yes
Robot,2020-10-18 06:17:22,20.2,0.05,509,Low,17.9,80,45,,No
Conveyor Belt,2020-11-06 00:46:27,76.2,0.05,885,Low,7.5,100,34,,Yes
Robot,2022-09-03 23:14:49,79.7,0.5,1993,Good,9.0,100,70,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.35,1769,Low,11.8,100,45,,No
Conveyor Belt,2020-07-05 07:56:20,34.1,0.05,509,Low,6.5,100,62,,No
CNC Machine,2023-09-15 23:39:07,20.2,0.5,738,Empty,7.9,100,30,,Yes
Conveyor Belt,2020-11-06 00:46:27,40.3,0.37,1013,Good,14.8,83,30,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.24,509,Low,5.3,100,48,,Yes
CNC Machine,2022-02-04 09:20:03,72.5,0.38,509,Low,15.4,97,41,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.23,747,Empty,6.6,80,65,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.24,1993,Empty,20.0,80,35,,No
Robot,2021-11-07 23:58:34,70.7,0.12,966,Empty,20.0,85,30,,Yes
Stamping Machine,2022-09-03 23:14:49,28.4,0.39,1021,Good,20.0,95,47,,Yes
Conveyor Belt,2023-05-28 15:19:27,20.2,0.22,509,Good,10.8,80,30,1.86,Yes
CNC Machine,2020-10-18 06:17:22,20.2,0.05,692,Good,19.1,100,35,,Yes
Stamping Machine,2022-01-03 02:07:29,20.2,0.07,791,Low,17.6,95,70,,Yes
Robot,2021-06-20 23:29:22,20.2,0.12,869,Good,8.4,87,51,,No
CNC Machine,2022-01-08 16:52:54,29.0,0.5,509,Good,18.9,92,38,,Yes
Stamping Machine,2022-10-15 09:54:19,70.6,0.26,509,Low,20.0,81,44,,No
Robot,2023-09-16 23:58:34,57.7,0.36,1993,Low,20.0,80,36,,No
CNC Machine,2020-03-14 05:08:45,20.2,0.05,509,Low,7.1,100,70,,Yes
CNC Machine,2022-07-12 22:45:22,33.4,0.23,1438,Empty,13.7,80,57,,Yes
Robot,2023-09-16 23:58:34,76.2,0.5,509,Good,20.0,100,30,,No
CNC Machine,2020-11-06 00:46:27,35.9,0.21,1128,Good,16.9,80,43,,Yes
Stamping Machine,2023-09-16 23:58:34,52.3,0.05,509,Good,7.2,100,43,,Yes
Stamping Machine,2023-09-15 23:39:07,29.9,0.38,509,Low,12.3,80,44,1.19,No
CNC Machine,2023-07-18 10:48:35,20.2,0.06,509,Good,5.3,86,50,,No
CNC Machine,2022-07-04 01:26:47,20.2,0.09,509,Low,19.0,85,62,,No
CNC Machine,2023-07-18 10:48:35,66.9,0.15,509,Low,7.7,100,41,,Yes
Conveyor Belt,2021-02-11 00:06:13,50.5,0.18,509,Low,9.6,80,40,1.97,No
CNC Machine,2020-10-18 06:17:22,29.9,0.1,509,Low,5.3,100,47,,No
Robot,2023-09-16 23:58:34,72.6,0.05,1822,Low,19.3,93,62,1.95,Yes
CNC Machine,2021-02-26 19:35:04,27.8,0.05,1851,Good,20.0,100,30,,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.35,509,Good,12.7,93,70,1.43,No
CNC Machine,2022-07-12 22:45:22,55.0,0.34,509,Empty,18.6,85,37,1.87,No
Robot,2022-09-03 23:14:49,47.1,0.5,1634,Good,5.3,89,30,,Yes
Stamping Machine,2022-09-03 23:14:49,48.1,0.05,1116,Low,20.0,80,35,,Yes
Robot,2022-09-03 23:14:49,67.9,0.05,509,Low,5.3,93,35,,Yes
Stamping Machine,2021-02-11 00:06:13,34.0,0.36,740,Good,5.3,89,37,,Yes
Stamping Machine,2023-07-29 03:01:37,79.7,0.34,848,Empty,5.3,85,53,1.88,No
Conveyor Belt,2022-12-24 04:03:28,20.2,0.14,509,Good,20.0,80,30,,Yes
Conveyor Belt,2023-09-13 19:13:21,54.1,0.16,929,Empty,7.8,86,64,1.86,Yes
Robot,2022-07-12 22:45:22,20.2,0.21,1845,Empty,20.0,80,48,,No
Stamping Machine,2020-10-18 06:17:22,58.3,0.05,509,Good,8.8,100,62,1.06,Yes
CNC Machine,2023-08-26 06:54:48,58.9,0.05,509,Empty,6.6,94,70,1.95,Yes
Stamping Machine,2022-02-04 09:20:03,75.3,0.06,509,Low,18.3,99,35,,Yes
CNC Machine,2022-04-21 13:10:24,33.2,0.12,1332,Empty,14.8,100,40,,No
Robot,2023-08-29 21:53:06,20.2,0.5,1993,Good,20.0,80,61,,No
Robot,2020-10-18 06:17:22,34.0,0.5,748,Good,7.5,89,35,,Yes
CNC Machine,2022-04-21 13:10:24,64.7,0.5,1993,Empty,16.9,98,70,,No
Stamping Machine,2023-09-15 23:39:07,20.2,0.23,1993,Good,16.5,80,30,,No
CNC Machine,2023-09-16 23:58:34,20.2,0.08,805,Low,20.0,98,34,2.02,No
Stamping Machine,2022-09-03 23:14:49,41.1,0.43,509,Good,19.9,82,30,,Yes
Conveyor Belt,2022-07-25 00:00:35,75.8,0.37,509,Low,15.7,100,51,,Yes
Stamping Machine,2023-09-16 23:58:34,32.7,0.05,509,Empty,7.0,91,70,,No
CNC Machine,2020-04-04 06:24:32,41.7,0.5,509,Empty,14.4,100,36,,Yes
Conveyor Belt,2022-07-12 22:45:22,49.2,0.08,947,Low,19.0,91,63,2.0,Yes
Robot,2022-04-21 13:10:24,61.2,0.08,509,Low,19.7,80,48,,Yes
Robot,2023-07-18 10:48:35,34.5,0.5,870,Low,9.0,98,30,,Yes
Stamping Machine,2021-08-20 03:41:10,20.2,0.05,751,Low,18.3,83,34,,No
Stamping Machine,2022-04-21 13:10:24,52.0,0.5,1056,Low,16.4,100,30,,No
Conveyor Belt,2023-09-16 23:58:34,29.4,0.48,1612,Low,20.0,85,58,,Yes
Robot,2023-03-26 20:29:59,20.2,0.5,509,Good,6.9,92,41,1.87,Yes
Robot,2020-01-20 08:19:37,43.6,0.31,661,Good,10.7,100,30,,No
CNC Machine,2020-07-05 07:56:20,20.2,0.14,509,Empty,18.1,93,35,,Yes
CNC Machine,2023-01-21 15:34:41,75.3,0.05,509,Low,20.0,100,35,,Yes
Stamping Machine,2020-12-24 19:27:54,31.2,0.39,509,Low,10.1,80,34,,No
Conveyor Belt,2023-09-22 03:26:36,76.1,0.35,509,Good,5.3,100,70,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.3,509,Low,18.9,97,30,,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.12,776,Low,7.0,100,61,,No
CNC Machine,2022-09-03 23:14:49,70.9,0.05,509,Empty,5.3,95,52,,No
Stamping Machine,2020-04-03 06:01:09,79.7,0.5,798,Low,8.9,80,68,,No
CNC Machine,2022-09-03 23:14:49,75.5,0.38,1029,Good,19.8,90,70,,No
Stamping Machine,2023-09-15 23:39:07,68.1,0.25,509,Good,9.2,90,30,,Yes
Stamping Machine,2020-10-18 06:17:22,54.9,0.19,509,Good,20.0,82,30,,Yes
Stamping Machine,2023-07-18 10:48:35,32.4,0.12,509,Good,11.4,80,38,3.0,Yes
Conveyor Belt,2022-07-12 22:45:22,51.3,0.19,509,Low,8.7,80,43,,No
Stamping Machine,2022-01-03 02:07:29,61.2,0.08,1331,Low,20.0,83,39,,Yes
Robot,2020-10-20 18:38:42,48.9,0.21,509,Low,5.3,80,38,,Yes
Robot,2022-09-03 23:14:49,20.2,0.05,509,Good,9.3,94,31,,No
Robot,2022-10-30 20:56:26,75.6,0.36,704,Low,12.7,100,70,,No
Robot,2021-10-14 00:34:41,79.7,0.39,747,Good,10.7,83,30,,Yes
Robot,2022-07-12 22:45:22,33.1,0.37,509,Low,18.9,80,30,,Yes
Robot,2022-07-12 22:45:22,62.1,0.42,509,Good,13.0,91,67,,Yes
Stamping Machine,2022-01-13 11:52:31,79.7,0.31,509,Good,13.2,100,39,2.88,Yes
Conveyor Belt,2021-09-28 02:47:06,24.4,0.35,1657,Empty,5.3,99,70,,Yes
Robot,2022-09-03 23:14:49,25.8,0.05,509,Empty,12.1,95,49,,No
Robot,2020-07-05 07:56:20,20.2,0.06,605,Good,18.6,89,55,,Yes
Conveyor Belt,2022-07-04 01:26:47,28.2,0.5,509,Empty,20.0,83,30,,No
Robot,2022-09-03 23:14:49,20.2,0.49,509,Good,20.0,92,30,,Yes
Stamping Machine,2022-09-03 23:14:49,28.9,0.1,719,Empty,9.3,81,54,,No
CNC Machine,2022-04-21 13:10:24,51.9,0.05,1993,Low,10.9,97,47,,Yes
Conveyor Belt,2022-09-29 17:02:08,76.0,0.5,988,Good,18.9,100,35,,Yes
Conveyor Belt,2022-01-13 11:52:31,73.3,0.39,747,Good,5.3,88,60,,No
Conveyor Belt,2020-07-05 07:56:20,31.3,0.43,734,Good,5.3,80,30,1.87,Yes
Conveyor Belt,2022-07-12 22:45:22,70.4,0.05,509,Good,13.7,90,43,,Yes
CNC Machine,2022-12-24 04:03:28,29.4,0.05,509,Low,9.6,80,63,,Yes
Robot,2020-10-18 06:17:22,79.7,0.5,810,Good,8.5,100,64,1.96,Yes
Robot,2020-07-05 07:56:20,51.9,0.16,800,Low,10.2,99,65,,Yes
Robot,2020-07-05 07:56:20,72.5,0.18,509,Good,5.3,96,70,,No
Stamping Machine,2020-04-04 06:24:32,67.6,0.49,1057,Empty,20.0,100,41,1.93,Yes
Conveyor Belt,2023-09-16 23:58:34,64.9,0.05,509,Good,5.3,91,51,1.06,No
Stamping Machine,2020-10-18 06:17:22,79.7,0.5,965,Low,20.0,86,46,,Yes
CNC Machine,2023-07-18 10:48:35,20.2,0.05,509,Good,15.3,95,61,,No
CNC Machine,2023-09-15 23:39:07,33.8,0.5,509,Empty,12.6,100,34,,Yes
Stamping Machine,2023-09-16 23:58:34,56.2,0.1,509,Empty,19.0,84,30,,No
Stamping Machine,2021-09-28 02:47:06,74.5,0.5,509,Low,8.8,82,57,,No
Stamping Machine,2020-08-10 03:31:41,21.6,0.32,509,Good,20.0,86,39,1.95,Yes
Stamping Machine,2022-09-03 23:14:49,56.4,0.37,1377,Good,20.0,87,40,,Yes
CNC Machine,2022-09-03 23:14:49,74.0,0.5,1993,Low,20.0,100,30,1.66,No
Robot,2023-01-21 15:34:41,79.7,0.36,509,Low,8.2,92,30,,No
CNC Machine,2022-07-04 01:26:47,62.1,0.32,1993,Empty,12.7,99,30,,No
Conveyor Belt,2022-04-21 13:10:24,74.5,0.36,904,Good,17.0,80,30,2.0,No
Stamping Machine,2022-09-03 23:14:49,72.4,0.05,1993,Empty,20.0,80,57,,Yes
Conveyor Belt,2020-07-05 07:56:20,20.2,0.05,781,Good,15.6,100,37,,Yes
CNC Machine,2022-09-03 23:14:49,63.5,0.27,1700,Good,13.0,81,56,1.06,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.22,1575,Good,20.0,80,66,,No
Conveyor Belt,2020-01-06 23:09:12,61.0,0.05,509,Empty,13.7,82,70,1.19,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.06,509,Low,7.9,82,58,,No
Stamping Machine,2020-03-14 05:08:45,69.9,0.3,1087,Good,7.8,96,41,,No
Conveyor Belt,2022-04-19 06:16:38,20.2,0.14,1607,Empty,5.3,82,65,,Yes
Stamping Machine,2023-07-18 10:48:35,20.2,0.5,1086,Low,16.7,100,30,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,901,Good,6.2,100,70,,No
CNC Machine,2023-09-15 23:39:07,29.0,0.34,943,Low,14.1,80,59,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.09,836,Good,20.0,80,69,,Yes
Stamping Machine,2022-01-03 02:07:29,79.7,0.34,509,Good,5.3,90,70,,Yes
Stamping Machine,2020-12-25 16:33:10,79.7,0.38,1989,Low,20.0,80,50,1.98,Yes
Robot,2020-03-14 05:08:45,20.2,0.34,509,Low,17.8,89,42,,No
Stamping Machine,2020-08-10 03:31:41,20.2,0.5,509,Good,8.3,100,36,1.86,Yes
Conveyor Belt,2020-11-06 00:46:27,20.2,0.22,509,Low,8.5,90,36,1.06,No
Stamping Machine,2022-01-03 02:07:29,20.2,0.05,509,Empty,10.0,80,40,1.95,Yes
Conveyor Belt,2020-11-13 22:12:35,20.2,0.5,509,Good,17.6,80,50,1.88,Yes
Stamping Machine,2023-07-24 16:21:48,33.8,0.36,509,Empty,5.3,91,34,,Yes
Stamping Machine,2020-09-09 21:58:16,29.3,0.1,509,Low,13.6,80,45,,Yes
Conveyor Belt,2022-04-21 13:10:24,50.6,0.05,1142,Low,20.0,88,30,1.9,Yes
Conveyor Belt,2021-10-24 16:48:04,75.6,0.5,509,Empty,15.8,100,30,2.01,No
CNC Machine,2022-09-03 23:14:49,20.2,0.05,1076,Good,11.3,81,30,,Yes
CNC Machine,2022-12-24 04:03:28,52.0,0.05,865,Empty,9.2,97,41,2.03,Yes
CNC Machine,2022-09-29 17:02:08,47.0,0.05,1798,Low,12.0,100,47,1.91,No
CNC Machine,2023-09-13 19:13:21,20.2,0.38,509,Empty,13.3,80,39,1.88,Yes
Stamping Machine,2021-10-14 00:34:41,23.7,0.05,852,Good,8.0,80,55,,Yes
Robot,2023-01-21 15:34:41,39.9,0.5,1365,Empty,17.6,85,30,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.5,509,Empty,5.3,100,36,1.87,Yes
Stamping Machine,2022-07-12 22:45:22,31.2,0.24,1805,Empty,19.1,88,37,2.01,Yes
Stamping Machine,2023-09-16 23:58:34,79.7,0.5,509,Good,20.0,82,66,,Yes
Stamping Machine,2021-10-14 00:34:41,22.1,0.05,509,Good,17.2,100,70,,Yes
Robot,2022-07-04 01:26:47,39.9,0.32,1688,Good,20.0,96,40,,Yes
CNC Machine,2022-07-12 22:45:22,20.2,0.05,509,Good,8.0,94,44,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.28,1480,Good,20.0,100,38,2.0,Yes
CNC Machine,2023-07-24 16:21:48,61.7,0.07,522,Empty,12.0,100,45,2.03,Yes
Stamping Machine,2022-02-13 07:03:03,20.2,0.05,1733,Good,14.4,100,58,,Yes
Robot,2020-10-18 06:17:22,20.2,0.44,509,Good,6.9,92,43,1.87,No
CNC Machine,2020-10-18 06:17:22,20.2,0.09,509,Good,16.7,80,69,,No
Conveyor Belt,2020-03-14 05:08:45,75.1,0.4,509,Low,5.3,100,34,,No
Robot,2020-12-25 16:33:10,20.2,0.23,1993,Low,10.2,85,48,,No
CNC Machine,2022-02-04 09:20:03,45.7,0.05,509,Empty,16.9,80,30,1.98,No
CNC Machine,2022-10-30 20:56:26,49.2,0.08,601,Low,7.3,86,44,,Yes
Robot,2022-09-03 23:14:49,39.7,0.36,1683,Good,5.3,98,46,1.99,Yes
Robot,2023-09-15 23:39:07,71.1,0.5,575,Good,20.0,98,41,,Yes
Robot,2020-03-14 05:08:45,60.0,0.3,509,Good,5.3,100,47,,No
Conveyor Belt,2020-03-05 23:45:13,29.6,0.19,1758,Empty,17.0,93,70,1.06,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.5,1501,Low,5.6,94,46,,Yes
CNC Machine,2020-01-20 12:06:11,20.2,0.28,509,Low,8.2,94,70,,Yes
Robot,2020-04-03 03:08:29,20.2,0.09,908,Good,8.7,93,54,,No
Robot,2023-09-16 23:58:34,70.3,0.06,509,Low,14.8,100,35,,Yes
Robot,2020-11-06 00:46:27,53.0,0.11,509,Empty,18.3,80,58,,Yes
Conveyor Belt,2022-04-21 13:10:24,53.5,0.05,509,Good,20.0,83,70,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.22,631,Good,19.9,80,58,,Yes
Stamping Machine,2021-12-10 16:13:49,39.1,0.27,509,Low,9.4,96,40,,No
Stamping Machine,2022-07-12 22:45:22,29.8,0.16,509,Low,10.4,100,30,,Yes
Stamping Machine,2020-10-18 06:17:22,57.7,0.17,509,Good,5.3,100,30,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.12,509,Low,5.3,80,63,,Yes
Stamping Machine,2021-03-05 16:23:05,37.5,0.38,509,Low,6.9,93,30,,Yes
Stamping Machine,2021-10-24 16:48:04,70.5,0.23,509,Good,20.0,98,30,,Yes
Stamping Machine,2023-01-21 15:34:41,79.7,0.5,558,Good,7.8,100,70,,Yes
Stamping Machine,2022-02-04 09:20:03,79.7,0.3,853,Low,12.0,100,49,,No
Stamping Machine,2021-03-04 21:34:03,37.2,0.36,1355,Empty,7.5,88,70,,No
Robot,2022-09-03 23:14:49,75.9,0.18,689,Good,14.0,89,30,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.5,509,Empty,20.0,80,30,,Yes
Robot,2020-10-18 06:17:22,20.2,0.28,509,Low,5.3,97,37,,Yes
Stamping Machine,2020-08-10 03:31:41,30.6,0.05,1243,Good,15.4,86,70,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.05,509,Good,9.2,82,43,,No
Stamping Machine,2022-02-04 09:20:03,79.7,0.5,509,Good,19.5,80,35,,Yes
Conveyor Belt,2022-07-12 22:45:22,73.0,0.05,509,Low,19.0,94,37,1.86,No
CNC Machine,2022-07-12 22:45:22,69.4,0.5,509,Good,13.8,100,37,1.06,No
Robot,2020-03-14 05:08:45,39.2,0.23,509,Low,10.9,100,39,,Yes
CNC Machine,2022-09-03 23:14:49,25.7,0.07,950,Low,18.3,86,30,,Yes
CNC Machine,2022-12-24 04:03:28,61.7,0.5,901,Low,7.7,83,70,,Yes
CNC Machine,2021-10-24 16:48:04,24.4,0.5,509,Low,6.5,100,30,,No
Robot,2020-10-18 06:17:22,79.7,0.05,509,Low,9.3,100,64,,No
Conveyor Belt,2023-09-16 23:58:34,20.2,0.07,509,Empty,5.3,100,57,,Yes
Stamping Machine,2023-09-15 23:39:07,24.3,0.5,986,Good,20.0,100,30,,Yes
Conveyor Belt,2021-08-20 03:41:10,61.9,0.45,884,Low,20.0,88,39,,Yes
Robot,2020-10-18 06:17:22,72.0,0.5,775,Empty,5.3,99,37,,No
Conveyor Belt,2022-09-03 23:14:49,74.6,0.1,798,Low,19.2,80,70,,Yes
Conveyor Belt,2023-09-16 23:58:34,54.6,0.14,981,Empty,18.8,100,70,1.86,Yes
CNC Machine,2020-11-07 17:17:59,20.2,0.05,1993,Good,12.3,96,37,,Yes
CNC Machine,2022-07-12 22:45:22,66.7,0.43,840,Low,10.1,97,33,,Yes
CNC Machine,2020-12-25 16:33:10,69.0,0.15,509,Low,9.6,100,30,,Yes
Conveyor Belt,2022-07-16 11:45:17,26.1,0.31,509,Good,17.2,80,43,,Yes
CNC Machine,2023-09-16 23:58:34,69.7,0.14,509,Low,8.5,100,54,1.87,No
CNC Machine,2020-07-05 07:56:20,30.6,0.05,509,Low,5.3,83,51,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.35,509,Good,18.6,82,50,,Yes
CNC Machine,2021-08-20 03:41:10,40.7,0.22,793,Good,20.0,80,56,,Yes
Conveyor Belt,2021-10-24 16:48:04,20.2,0.05,509,Low,9.2,94,30,,Yes
CNC Machine,2022-09-03 23:14:49,54.8,0.05,977,Empty,18.5,83,53,,Yes
CNC Machine,2020-10-18 06:17:22,43.5,0.24,926,Good,16.8,89,37,1.45,No
Stamping Machine,2023-09-16 23:58:34,57.1,0.5,1566,Low,20.0,99,50,,Yes
Stamping Machine,2022-07-12 22:45:22,69.2,0.15,908,Good,14.9,100,56,,Yes
Robot,2021-09-28 01:16:30,79.7,0.39,768,Low,10.6,82,38,,Yes
Stamping Machine,2022-07-12 22:45:22,66.0,0.27,509,Good,19.5,91,34,,No
Stamping Machine,2023-09-15 23:39:07,79.7,0.5,509,Low,5.3,89,68,,Yes
Stamping Machine,2023-04-12 11:22:29,20.2,0.35,509,Good,5.3,80,39,,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.24,509,Empty,8.7,80,39,,No
CNC Machine,2020-12-29 11:06:08,57.5,0.5,509,Low,19.6,80,32,,Yes
Stamping Machine,2020-11-06 00:46:27,30.7,0.05,864,Good,6.9,89,70,,No
Stamping Machine,2022-01-13 18:35:51,68.8,0.06,739,Good,8.1,100,68,,No
Robot,2022-09-03 23:14:49,20.2,0.05,509,Good,18.3,82,61,1.62,Yes
CNC Machine,2023-09-22 03:26:36,79.7,0.5,509,Good,5.3,100,63,,Yes
Conveyor Belt,2023-09-16 23:58:34,72.5,0.1,509,Empty,12.4,100,44,,No
Stamping Machine,2022-09-03 23:14:49,40.3,0.45,509,Empty,5.3,80,45,1.87,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.5,509,Low,15.5,100,30,,No
